pump_id,temperature_c,psi,flow_rate_lpm,load_pct,vibration_hz,phase
PMP-03,67.93,134.22,313.77,61.88,25.22,NOMINAL
PMP-03,67.93,133.3,315.1,61.08,25.31,NOMINAL
PMP-03,68.28,133.46,315.31,61.16,25.73,NOMINAL
PMP-03,68.62,134.1,315.35,61.22,25.4,NOMINAL
PMP-03,69.03,134.16,315.99,62.03,25.9,NOMINAL
PMP-03,68.83,134.2,316.85,62.2,26.46,NOMINAL
PMP-03,68.56,133.5,315.71,61.83,25.78,NOMINAL
PMP-03,68.61,134.83,313.71,61.71,25.54,NOMINAL
PMP-03,69.07,136.31,315.57,62.26,26.3,NOMINAL
PMP-03,68.63,137.39,317.74,61.39,26.14,NOMINAL
PMP-03,69.17,136.23,315.6,61.97,26.58,NOMINAL
PMP-03,69.15,135.03,313.21,61.57,27.12,NOMINAL
PMP-03,69.26,135.3,312.01,61.36,27.52,NOMINAL
PMP-03,68.79,136.69,313.11,61.92,28.24,NOMINAL
PMP-03,69.0,136.51,315.41,62.23,27.75,NOMINAL
PMP-03,69.18,136.19,314.5,61.46,28.39,NOMINAL
PMP-03,68.79,134.71,312.09,62.23,28.92,NOMINAL
PMP-03,68.48,135.8,312.98,62.82,28.24,NOMINAL
PMP-03,68.72,135.79,312.43,62.29,28.76,NOMINAL
PMP-03,68.43,136.09,311.91,62.94,29,NOMINAL
PMP-03,68.55,136.66,310.28,63.22,29,NOMINAL
PMP-03,68.8,136.83,311.06,64.06,29,NOMINAL
PMP-03,68.38,136.34,311.71,63.89,29,NOMINAL
PMP-03,68.4,137.35,310.7,63.24,28.92,NOMINAL
PMP-03,67.9,137.8,312.67,64.23,28.67,NOMINAL
PMP-03,68.01,138.43,314.3,65,29,NOMINAL
PMP-03,68.47,138.92,315.57,65,29,NOMINAL
PMP-03,68.24,137.68,316.44,65,29,NOMINAL
PMP-03,68.36,136.86,316.08,64.99,28.81,NOMINAL
PMP-03,68.95,135.62,317.29,65,28.44,NOMINAL
PMP-03,68.45,134.44,318.27,64.74,28.33,NOMINAL
PMP-03,68.38,134.6,316.16,65,28.56,NOMINAL
PMP-03,68.94,134.1,315.52,64.26,29,NOMINAL
PMP-03,69.13,134.78,316.18,64.02,28.95,NOMINAL
PMP-03,68.99,136.16,315.68,63.6,29,NOMINAL
PMP-03,69.06,135.61,315.11,64.22,29,NOMINAL
PMP-03,68.53,136.65,314.57,64.93,28.24,NOMINAL
PMP-03,68.11,137.26,316.55,64.27,27.6,NOMINAL
PMP-03,67.66,135.93,317.29,63.82,28.31,NOMINAL
PMP-03,67.21,137.17,317.47,63.83,28.53,NOMINAL
PMP-03,67.23,136.88,317.78,64.07,27.9,NOMINAL
PMP-03,66.98,136.12,319.86,64.96,27.28,NOMINAL
PMP-03,67.08,137.22,320.24,64.16,27.79,NOMINAL
PMP-03,66.5,136.45,321.31,63.21,28.06,NOMINAL
PMP-03,66.93,136.78,320.56,63.11,27.44,NOMINAL
PMP-03,67.23,135.94,320.64,63.15,28.04,NOMINAL
PMP-03,67.59,136.67,322.06,63.33,27.7,NOMINAL
PMP-03,67.76,137.18,320.7,63.45,28.0,NOMINAL
PMP-03,67.79,137.83,318.68,64.22,28.04,NOMINAL
PMP-03,68.37,138.19,316.42,63.63,28.8,NOMINAL
PMP-03,68.04,138.39,314.8,63.52,29,NOMINAL
PMP-03,67.72,138.61,313.34,63.04,29,NOMINAL
PMP-03,67.71,139.18,310.86,63.05,29,NOMINAL
PMP-03,67.89,140.15,308.52,63.42,28.38,NOMINAL
PMP-03,67.32,140.61,306.85,64.31,27.78,NOMINAL
PMP-03,66.79,140.86,307.42,65,27.22,NOMINAL
PMP-03,66.22,141.06,306.95,65,27.57,NOMINAL
PMP-03,66,141.06,309.17,65,27.55,NOMINAL
PMP-03,66.51,139.96,308.25,64.32,27.33,NOMINAL
PMP-03,66.07,141.33,307.92,63.8,26.8,NOMINAL
PMP-03,66.35,141.34,307.7,63.5,27.11,NOMINAL
PMP-03,66.51,142.41,305.64,64.45,27.35,NOMINAL
PMP-03,67.0,142.45,304.03,64.54,27.37,NOMINAL
PMP-03,67.55,141.1,305.32,64.65,26.84,NOMINAL
PMP-03,67.3,142.32,304.21,64.84,26.04,NOMINAL
PMP-03,67.29,143.25,303,64.96,25.9,NOMINAL
PMP-03,67.2,142.6,303,65,26.14,NOMINAL
PMP-03,67.29,143.65,303,65,25.55,NOMINAL
PMP-03,67.64,143.93,303,64.66,26.31,NOMINAL
PMP-03,68.02,142.47,303.41,63.7,27.06,NOMINAL
PMP-03,68.28,142.44,304.99,63.45,26.4,NOMINAL
PMP-03,67.97,141.22,303.58,63.46,26.84,NOMINAL
PMP-03,68.01,142.25,303,62.95,27.01,NOMINAL
PMP-03,68.1,142.34,303.69,63.38,27.03,NOMINAL
PMP-03,67.76,143.28,303,63.82,27.46,NOMINAL
PMP-03,68.27,142.13,303,64.64,27.76,NOMINAL
PMP-03,68.06,142.68,305.26,64.15,27.3,NOMINAL
PMP-03,67.96,142.35,304.83,63.75,27.05,NOMINAL
PMP-03,68.49,143.45,306.68,64.75,27.46,NOMINAL
PMP-03,68.88,143.02,305.03,65,26.91,NOMINAL
PMP-03,68.76,143.56,304.52,65,26.22,NOMINAL
PMP-03,69.22,144.05,304.0,64.23,26.03,NOMINAL
PMP-03,69.37,143.2,304.33,64.68,25.85,NOMINAL
PMP-03,69.79,143.91,303.83,65,26.12,NOMINAL
PMP-03,69.19,144.43,306.22,64.24,26.67,NOMINAL
PMP-03,69.2,143.57,306.74,64.48,26.2,NOMINAL
PMP-03,69.8,143.28,308.61,64.07,25.48,NOMINAL
PMP-03,70.21,142.3,306.56,64.73,25.13,NOMINAL
PMP-03,70.23,142.19,304.81,64.19,25.45,NOMINAL
PMP-03,70.08,142.05,303.11,65,25.05,NOMINAL
PMP-03,69.72,142.31,304.26,64.54,25.51,NOMINAL
PMP-03,69.34,142.6,305.62,64.47,25.01,NOMINAL
PMP-03,68.89,141.13,307.5,65,24.63,NOMINAL
PMP-03,68.84,139.83,308.75,65,25.32,NOMINAL
PMP-03,69.27,140.32,310.62,65,25.06,NOMINAL
PMP-03,68.75,141.09,312.28,64.63,24.84,NOMINAL
PMP-03,69.19,139.9,311.35,64.21,24.85,NOMINAL
PMP-03,69.69,138.65,312.5,63.57,24.57,NOMINAL
PMP-03,70.14,138.88,312.0,63.07,25.09,NOMINAL
PMP-03,70.6,138.58,312.89,62.34,25.78,NOMINAL
PMP-03,70.68,139.95,313.07,62.38,25.27,NOMINAL
PMP-03,71.0,140.88,312.41,61.69,25.08,NOMINAL
PMP-03,70.41,141.08,312.27,61.32,25.42,NOMINAL
PMP-03,70.47,140.15,313.06,60.8,25.44,NOMINAL
PMP-03,70.67,138.84,312.38,59.93,26.08,NOMINAL
PMP-03,70.31,139.34,310.94,59.04,25.65,NOMINAL
PMP-03,70.24,138.12,309.75,58.65,25.49,NOMINAL
PMP-03,69.81,139.34,308.58,59.36,26.23,NOMINAL
PMP-03,69.9,139.82,306.51,58.47,26.72,NOMINAL
PMP-03,69.43,138.99,307.09,59.37,27.19,NOMINAL
PMP-03,69.8,139.55,304.96,59.37,26.96,NOMINAL
PMP-03,69.44,140.8,304.53,58.45,26.39,NOMINAL
PMP-03,69.41,141.7,303,58.82,27.17,NOMINAL
PMP-03,69.68,140.39,303,59.37,26.62,NOMINAL
PMP-03,69.22,139.54,304.2,59.61,26.54,NOMINAL
PMP-03,69.18,138.27,303.18,58.81,25.95,NOMINAL
PMP-03,69.62,137.0,303,58.01,25.62,NOMINAL
PMP-03,69.35,137.17,303,57.42,26.24,NOMINAL
PMP-03,69.28,138.24,305.2,58.24,26.79,NOMINAL
PMP-03,69.1,137.04,304.23,57.72,27.16,NOMINAL
PMP-03,69.56,137.7,303,57.6,27.65,NOMINAL
PMP-03,69.97,136.98,303,57.2,27.03,NOMINAL
PMP-03,69.5,136.29,304.17,57.96,27.11,NOMINAL
PMP-03,69.86,137.15,303,57.53,27.89,NOMINAL
PMP-03,69.92,137.64,303.97,58.19,28.04,NOMINAL
PMP-03,70.4,137.96,303,58.62,28.24,NOMINAL
PMP-03,70.65,138.66,303,59.22,28.45,NOMINAL
PMP-03,70.24,137.39,303,58.41,28.97,NOMINAL
PMP-03,70.47,138.1,303,58.91,29,NOMINAL
PMP-03,69.91,139.42,303,59.65,28.71,NOMINAL
PMP-03,70.09,137.93,303,59.2,27.97,NOMINAL
PMP-03,70.46,136.49,305.28,59.45,28.64,NOMINAL
PMP-03,69.97,135.53,307.47,60.42,29,NOMINAL
PMP-03,69.45,136.87,305.01,59.72,28.82,NOMINAL
PMP-03,69.05,136.24,305.9,60.34,28.94,NOMINAL
PMP-03,68.52,136.49,305.81,60.76,28.47,NOMINAL
PMP-03,68.57,135.68,303.66,60.7,28.99,NOMINAL
PMP-03,68.88,136.9,303,60.24,28.97,NOMINAL
PMP-03,68.41,135.44,303.89,60.28,29,NOMINAL
PMP-03,68.96,134.11,304.92,60.89,28.7,NOMINAL
PMP-03,68.97,135.43,303.3,60.53,28.31,NOMINAL
PMP-03,68.73,134.62,303,60.7,27.61,NOMINAL
PMP-03,68.25,134.87,303,60.86,27.12,NOMINAL
PMP-03,68.31,134.45,305.11,61.51,26.8,NOMINAL
PMP-03,67.92,134.5,304.22,61.96,27.51,NOMINAL
PMP-03,67.75,133.9,304.93,61.33,28.03,NOMINAL
PMP-03,68.19,134.47,306.0,61.89,28.13,NOMINAL
PMP-03,67.95,134.68,304.53,62.75,28.7,NOMINAL
PMP-03,67.36,135.01,303,62.06,29,NOMINAL
PMP-03,67.71,136.34,303,62.07,29,NOMINAL
PMP-03,68.3,135.79,303,62.81,28.22,NOMINAL
PMP-03,68.04,135.87,304.52,62.79,28.58,NOMINAL
PMP-03,68.04,137.3,305.49,62.44,28.15,NOMINAL
PMP-03,68.02,138.19,304.55,63.3,27.36,NOMINAL
PMP-03,67.78,139.28,303.58,63.61,27.11,NOMINAL
PMP-03,67.41,137.89,303.7,64.31,27.49,NOMINAL
PMP-03,66.89,138.83,304.78,64.68,27.43,NOMINAL
PMP-03,67.35,137.6,305.14,64.76,28.09,NOMINAL
PMP-03,67.83,136.32,304.03,64.45,27.55,NOMINAL
PMP-03,68.18,136.31,303,64.31,27.09,NOMINAL
PMP-03,68.04,135.16,303.42,64.17,27.27,NOMINAL
PMP-03,68.22,133.71,305.59,64.5,27.43,NOMINAL
PMP-03,67.73,133.52,307.44,64.13,27.52,NOMINAL
PMP-03,68.24,133.91,306.09,65,28.25,NOMINAL
PMP-03,68.67,134.59,304.1,65,28.96,NOMINAL
PMP-03,68.42,135.55,304.0,65,28.67,NOMINAL
PMP-03,68.99,135.7,304.89,64.01,28.88,NOMINAL
PMP-03,68.89,136.49,305.87,63.59,28.3,NOMINAL
PMP-03,69.02,137.82,307.84,64.03,28.58,NOMINAL
PMP-03,68.54,139.07,305.73,63.29,28.12,NOMINAL
PMP-03,68.59,138.5,306.0,63.61,28.13,NOMINAL
PMP-03,68.8,137.44,305.07,62.77,27.35,NOMINAL
PMP-03,69.06,136.42,305.16,62.23,27.9,NOMINAL
PMP-03,68.64,136.48,305.57,61.89,27.83,NOMINAL
PMP-03,69.1,136.58,305.74,60.96,27.2,NOMINAL
PMP-03,69.06,138.0,306.45,61.62,27.69,NOMINAL
PMP-03,69.6,138.79,308.05,61.41,28.3,NOMINAL
PMP-03,69.48,139.73,307.99,61.16,27.7,NOMINAL
PMP-03,69.18,138.6,306.87,61.99,28.0,NOMINAL
PMP-03,68.75,137.79,304.68,61.86,28.55,NOMINAL
PMP-03,68.55,136.94,303,62.52,28.54,NOMINAL
PMP-03,68.36,137.57,303,63.1,28.41,NOMINAL
PMP-03,67.95,136.76,303,63.39,27.87,NOMINAL
PMP-03,68.18,136.89,303.56,63.0,28.58,NOMINAL
PMP-03,68.23,137.12,303,63.09,28.56,NOMINAL
PMP-03,67.76,137.67,303,62.6,28.12,NOMINAL
PMP-03,68.0,139.12,303.88,62.27,27.55,NOMINAL
PMP-03,68.56,139.69,303,62.19,26.96,NOMINAL
PMP-03,68.57,139.07,303,62.57,27.48,NOMINAL
PMP-03,69.09,137.58,303,62.42,27.99,NOMINAL
PMP-03,69.26,137.27,304.19,61.48,27.9,NOMINAL
PMP-03,69.68,136.73,306.19,60.54,27.93,NOMINAL
PMP-03,69.26,137.57,304.95,60.19,27.38,NOMINAL
PMP-03,69.2,136.18,306.72,60.45,26.86,NOMINAL
PMP-03,68.92,134.92,306.59,61.03,26.94,NOMINAL
PMP-03,68.87,136.22,306.14,61.97,26.33,NOMINAL
PMP-03,68.87,136.46,305.7,61.46,26.39,NOMINAL
PMP-03,69.24,135.65,304.0,62.24,26.21,NOMINAL
PMP-03,69.48,136.12,305.39,62.39,26.92,NOMINAL
PMP-03,69.95,137.35,305.26,63.07,26.98,NOMINAL
PMP-03,69.68,136.05,305.19,63.34,26.77,NOMINAL
PMP-03,69.91,134.67,306.28,64.32,26.45,NOMINAL
PMP-03,70.36,133.68,306.4,63.55,27.2,NOMINAL
PMP-03,70.31,134.75,305.3,64.1,27.33,NOMINAL
PMP-03,69.94,133.93,306.73,63.68,27.84,NOMINAL
PMP-03,70.45,133.43,306.48,64.58,28.64,NOMINAL
PMP-03,70.3,132.25,307.85,64.36,28.56,NOMINAL
PMP-03,70.51,132,308.32,64.5,28.64,NOMINAL
PMP-03,70.0,132,310.81,65,29,NOMINAL
PMP-03,69.75,133.12,309.62,65,29,NOMINAL
PMP-03,69.55,133.91,309.09,64.71,29,NOMINAL
PMP-03,69.03,135.35,309.55,63.75,28.7,NOMINAL
PMP-03,68.92,136.52,310.02,63.36,28.95,NOMINAL
PMP-03,68.59,135.27,309.85,63.29,28.93,NOMINAL
PMP-03,68.05,134.0,310.0,62.42,29,NOMINAL
PMP-03,67.89,133.61,312.39,62.05,28.54,NOMINAL
PMP-03,68.38,134.81,314.69,61.71,27.78,NOMINAL
PMP-03,68.52,135.95,314.35,61.26,27.47,NOMINAL
PMP-03,68.64,136.64,312.0,60.91,27.71,NOMINAL
PMP-03,69.12,137.74,314.09,60.75,27.92,NOMINAL
PMP-03,69.36,137.21,314.41,60.2,28.41,NOMINAL
PMP-03,68.88,136.6,312.18,60.91,28.58,NOMINAL
PMP-03,68.85,136.41,312.48,61.78,29,NOMINAL
PMP-03,68.95,136.16,312.27,62.33,28.43,NOMINAL
PMP-03,68.56,137.47,310.42,62.16,28.83,NOMINAL
PMP-03,68.09,136.44,312.85,61.89,29,NOMINAL
PMP-03,68.07,136.01,310.45,62.23,29,NOMINAL
PMP-03,67.52,134.56,308.12,62.66,29,NOMINAL
PMP-03,67.22,134.84,305.85,63.54,28.83,NOMINAL
PMP-03,67.77,134.15,305.02,62.55,28.97,NOMINAL
PMP-03,67.79,134.34,304.37,61.99,28.3,NOMINAL
PMP-03,68.01,135.74,303.54,61.08,28.72,NOMINAL
PMP-03,67.67,136.98,303,60.84,28.9,NOMINAL
PMP-03,67.54,137.85,304.3,60.98,29,NOMINAL
PMP-03,67.43,137.66,303,61.92,29,NOMINAL
PMP-03,67.19,138.81,303.32,62.16,29,NOMINAL
PMP-03,67.05,138.88,303.57,61.49,29,NOMINAL
PMP-03,67.51,137.49,303,60.71,29,NOMINAL
PMP-03,68.08,137.96,303,60.26,29,NOMINAL
PMP-03,68.4,137.68,303,60.06,28.5,NOMINAL
PMP-03,68.67,137.91,304.59,60.46,28.68,NOMINAL
PMP-03,68.59,136.68,305.58,59.81,28.13,NOMINAL
PMP-03,68.94,137.65,304.56,59.76,27.33,NOMINAL
PMP-03,68.54,139.08,303,59.16,27.73,NOMINAL
PMP-03,68.13,138.7,303.88,59.42,28.33,NOMINAL
PMP-03,68.2,138.84,303,59.15,28.86,NOMINAL
PMP-03,68.54,139.36,303,59.54,29,NOMINAL
PMP-03,68.65,138.38,303,60.19,28.48,NOMINAL
PMP-03,68.26,139.4,305.17,60.0,28.18,NOMINAL
PMP-03,68.53,138.04,305.23,60.69,28.27,NOMINAL
PMP-03,68.43,137.88,306.72,61.15,28.91,NOMINAL
PMP-03,68.4,136.93,307.27,61.76,28.14,NOMINAL
PMP-03,68.67,137.97,309.01,62.04,27.43,NOMINAL
PMP-03,68.73,138.63,309.41,61.41,27.63,NOMINAL
PMP-03,68.75,137.28,308.76,61.68,27.85,NOMINAL
PMP-03,68.53,138.31,309.76,61.16,27.95,NOMINAL
PMP-03,68.83,137.04,308.28,60.87,28.5,NOMINAL
PMP-03,68.68,138.16,307.48,59.9,28.99,NOMINAL
PMP-03,68.3,138.14,308.14,59.92,28.24,NOMINAL
PMP-03,68.84,139.4,306.5,59.27,27.88,NOMINAL
PMP-04,73.0,136.41,308.5,64.53,30.37,NOMINAL
PMP-04,72.96,137.03,309.07,64.67,31.07,NOMINAL
PMP-04,72.45,137.62,308.6,64.47,30.53,NOMINAL
PMP-04,72.12,136.68,307.39,65.02,30.02,NOMINAL
PMP-04,72.58,136.87,305.57,64.48,30.62,NOMINAL
PMP-04,72.69,137.63,304.41,64.21,29.98,NOMINAL
PMP-04,73.05,137.83,304.15,63.77,30.21,NOMINAL
PMP-04,73.61,139.27,304.21,62.77,29.71,NOMINAL
PMP-04,73.03,140.47,306.03,63.65,29.0,NOMINAL
PMP-04,73.02,139.88,303.98,64.08,28.93,NOMINAL
PMP-04,73.3,140.45,302.89,64.25,28.97,NOMINAL
PMP-04,73.51,139.9,302.27,64.65,28.51,NOMINAL
PMP-04,73.86,138.84,303.07,65.47,28.61,NOMINAL
PMP-04,73.51,139.07,303.52,65.25,27.97,NOMINAL
PMP-04,73.25,138.88,304.71,64.79,28.47,NOMINAL
PMP-04,73.08,137.47,303.22,64.61,28.08,NOMINAL
PMP-04,72.55,138.55,303.57,64.85,28.27,NOMINAL
PMP-04,72.76,139.23,302.2,64.27,28.84,NOMINAL
PMP-04,72.97,140.25,300.04,64.25,29.35,NOMINAL
PMP-04,73.06,139.91,297.99,64.49,28.57,NOMINAL
PMP-04,72.9,138.87,296.87,63.97,29.12,NOMINAL
PMP-04,72.63,138.51,295.54,63.4,29.4,NOMINAL
PMP-04,72.33,137.52,297.99,62.47,28.8,NOMINAL
PMP-04,72.08,137.32,300.17,62.09,28.42,NOMINAL
PMP-04,72.06,138.02,301.45,62.81,28.09,NOMINAL
PMP-04,72.63,137.05,299.58,63.48,28.48,NOMINAL
PMP-04,72.65,136.33,298.82,63.49,29.22,NOMINAL
PMP-04,73.21,135.34,299.76,64.29,28.45,NOMINAL
PMP-04,73.27,136.81,297.99,63.78,29.0,NOMINAL
PMP-04,73.09,137.16,297.64,64.58,28.81,NOMINAL
PMP-04,73.46,137.87,295.19,65.27,28.34,NOMINAL
PMP-04,73.76,138.6,297.63,64.48,28.92,NOMINAL
PMP-04,74.21,137.43,296.92,63.49,29.65,NOMINAL
PMP-04,73.65,138.22,296.55,63.19,29.54,NOMINAL
PMP-04,73.87,138.63,296.96,62.58,28.85,NOMINAL
PMP-04,74.29,138.29,294.95,62.77,28.79,NOMINAL
PMP-04,73.85,138.06,294.95,63.55,28.76,NOMINAL
PMP-04,73.71,137.16,295.78,63.62,29.42,NOMINAL
PMP-04,73.93,135.72,296.73,62.92,29.59,NOMINAL
PMP-04,73.33,135.38,296.89,62.77,29.45,NOMINAL
PMP-04,73.13,134.74,298.33,63.58,29.52,NOMINAL
PMP-04,73.56,135.0,300.16,64.24,29.01,NOMINAL
PMP-04,74.11,134.46,300.42,63.51,28.95,NOMINAL
PMP-04,73.75,134.09,301.01,63.04,28.52,NOMINAL
PMP-04,73.33,133.36,301.69,62.69,28.82,NOMINAL
PMP-04,72.77,132.46,300.67,62.93,28.9,NOMINAL
PMP-04,72.48,131.18,299.0,62.31,28.62,NOMINAL
PMP-04,72.53,131.77,297.51,63.15,27.93,NOMINAL
PMP-04,72.35,132.75,297.01,62.97,28.38,NOMINAL
PMP-04,72.3,132.31,298.06,63.71,28.33,NOMINAL
PMP-04,72.36,132.31,299.48,63.68,27.83,NOMINAL
PMP-04,72.52,132.64,301.81,63.57,27.63,NOMINAL
PMP-04,72.24,131.92,303.62,63.16,28.26,NOMINAL
PMP-04,72.82,133.21,303.28,62.71,27.79,NOMINAL
PMP-04,73.05,132.75,305.54,63.48,27.06,NOMINAL
PMP-04,72.69,132.0,305.3,63.2,27,NOMINAL
PMP-04,72.64,130.73,304.93,62.68,27,NOMINAL
PMP-04,73.19,129.83,303.07,63.6,27.34,NOMINAL
PMP-04,72.85,131.15,303.24,64.34,28.03,NOMINAL
PMP-04,73.13,129.85,303.66,64.64,27.88,NOMINAL
PMP-04,72.68,131.01,301.96,65.45,28.42,NOMINAL
PMP-04,72.7,131.82,303.74,65.32,28.48,NOMINAL
PMP-04,72.39,130.68,301.97,64.55,28.88,NOMINAL
PMP-04,72.12,130.55,300.05,63.6,29.13,NOMINAL
PMP-04,72.72,131.9,299.22,64.33,29.12,NOMINAL
PMP-04,72.3,133.06,300.32,63.48,28.95,NOMINAL
PMP-04,72.76,134.27,299.7,64.08,28.43,NOMINAL
PMP-04,73.04,134.41,297.57,63.23,29.08,NOMINAL
PMP-04,73.12,133.09,299.57,62.56,29.6,NOMINAL
PMP-04,73.04,132.17,300.63,62.81,28.96,NOMINAL
PMP-04,72.5,132.3,300.31,62.28,28.51,NOMINAL
PMP-04,73.01,133.42,300.15,61.64,29.3,NOMINAL
PMP-04,73.0,132.73,298.61,61.16,29.01,NOMINAL
PMP-04,73.34,133.48,298.56,61.03,28.6,NOMINAL
PMP-04,73.83,133.88,297.41,61.54,28.39,NOMINAL
PMP-04,73.64,132.98,298.21,61.42,28.6,NOMINAL
PMP-04,74.23,132.17,296.64,61.58,28.61,NOMINAL
PMP-04,73.66,131.44,296.34,62.02,28.11,NOMINAL
PMP-04,73.66,132.61,297.07,62.28,28.32,NOMINAL
PMP-04,73.07,133.7,294.69,62.75,28.5,NOMINAL
PMP-04,72.75,133.64,294.98,63.38,28.15,NOMINAL
PMP-04,73.16,132.35,293.96,62.63,28.94,NOMINAL
PMP-04,73.13,131.57,295.56,62.94,29.7,NOMINAL
PMP-04,72.87,131.63,293.67,63.75,30.08,NOMINAL
PMP-04,73.4,131.47,293,63.43,30.65,NOMINAL
PMP-04,73.11,131.54,293,62.48,30.44,NOMINAL
PMP-04,73.36,131.47,293,62.69,31.05,NOMINAL
PMP-04,73.24,131.62,293,62.27,30.66,NOMINAL
PMP-04,73.69,131.09,293.11,61.89,31.05,NOMINAL
PMP-04,73.35,130.89,293.66,61.24,30.84,NOMINAL
PMP-04,72.77,131.08,295.41,60.87,31.17,NOMINAL
PMP-04,73.1,130.46,297.16,61.41,31.8,NOMINAL
PMP-04,73.5,131.35,299.22,61.35,31.46,NOMINAL
PMP-04,73.06,132.34,300.49,61.71,31.53,NOMINAL
PMP-04,72.49,131.16,301.17,62.67,31.11,NOMINAL
PMP-04,72.03,130.78,298.79,61.78,31.63,NOMINAL
PMP-04,72.31,129.81,298.0,61.1,32.15,NOMINAL
PMP-04,71.98,129.35,297.96,60.11,31.85,NOMINAL
PMP-04,71.51,130.47,297.45,60.21,32.18,NOMINAL
PMP-04,71.04,130.86,298.38,60.6,31.65,NOMINAL
PMP-04,71.63,130.52,297.57,61.55,31.73,NOMINAL
PMP-04,71.07,129.88,299.22,62.03,32.02,NOMINAL
PMP-04,71.07,129.48,300.08,62.62,31.25,NOMINAL
PMP-04,71.14,129.11,300.0,63.58,31.47,NOMINAL
PMP-04,71.57,128.92,301.29,64.31,31.83,NOMINAL
PMP-04,71.7,128.94,302.08,63.63,31.41,NOMINAL
PMP-04,71.47,128.67,304.07,64.38,31.22,NOMINAL
PMP-04,70.98,128,306.08,64.01,31.85,NOMINAL
PMP-04,71.49,128.88,304.11,63.47,32.2,NOMINAL
PMP-04,71.49,128,303.35,63.35,32.59,NOMINAL
PMP-04,70.92,128,305.67,63.27,32.6,NOMINAL
PMP-04,70.63,128,305.02,63.84,31.94,NOMINAL
PMP-04,70.15,128,305.44,63.43,32.28,NOMINAL
PMP-04,70.16,128.09,303.24,63.82,32.8,NOMINAL
PMP-04,70,128,301.35,63.91,32.39,NOMINAL
PMP-04,70,128,299.9,64.81,31.71,NOMINAL
PMP-04,70,128,301.27,63.9,31.84,NOMINAL
PMP-04,70,128.52,299.07,64.27,32.18,NOMINAL
PMP-04,70,128,299.17,64.23,32.9,NOMINAL
PMP-04,70.06,128,300.86,64.75,32.11,NOMINAL
PMP-04,70.39,128,299.35,65.0,32.68,NOMINAL
PMP-04,70.38,128,297.85,64.31,31.92,NOMINAL
PMP-04,70.96,128.83,299.49,64.9,32.61,NOMINAL
PMP-04,70.84,128.56,297.45,64.37,31.88,NOMINAL
PMP-04,70.42,129.24,296.53,63.98,31.19,NOMINAL
PMP-04,70.82,130.39,295.18,64.66,31.01,NOMINAL
PMP-04,71.14,129.81,293.35,63.96,30.88,NOMINAL
PMP-04,71.34,128.52,293,64.52,30.3,NOMINAL
PMP-04,71.48,128.45,294.8,64.22,29.67,NOMINAL
PMP-04,71.92,129.83,293.25,64.99,29.6,NOMINAL
PMP-04,72.31,129.61,295.54,65.21,29.92,NOMINAL
PMP-04,71.86,129.91,297.22,65.57,29.69,NOMINAL
PMP-04,72.01,131.39,298.58,64.63,29.06,NOMINAL
PMP-04,71.71,130.9,300.0,64.68,28.7,NOMINAL
PMP-04,71.91,131.52,300.86,65.0,28.03,NOMINAL
PMP-04,71.42,132.01,301.49,65.57,28.61,NOMINAL
PMP-04,71.99,132.09,302.23,65.26,28.46,NOMINAL
PMP-04,71.98,132.22,300.55,65.02,28.63,NOMINAL
PMP-04,71.47,132.7,299.55,64.1,29.3,NOMINAL
PMP-04,70.87,133.76,297.75,63.95,28.8,NOMINAL
PMP-04,70.29,133.21,297.98,64.84,28.22,NOMINAL
PMP-04,70.28,133.72,295.8,65.82,27.87,NOMINAL
PMP-04,70.29,134.14,293.7,66.53,27.73,NOMINAL
PMP-04,70.48,134.05,293,67.31,27.6,NOMINAL
PMP-04,70.54,132.87,293,67.96,27.11,NOMINAL
PMP-04,70.37,132.54,293,67.74,27.21,NOMINAL
PMP-04,70.77,133.59,293,67.23,27.87,NOMINAL
PMP-04,71.24,132.73,294.36,67.81,28.19,NOMINAL
PMP-04,70.76,133.81,293.99,66.97,27.71,NOMINAL
PMP-04,71.28,133.49,293.17,67.2,28.43,NOMINAL
PMP-04,70.75,134.01,293,67.74,28.18,NOMINAL
PMP-04,70.19,134.48,295.32,66.85,28.98,NOMINAL
PMP-04,70.01,133.37,295.88,65.91,29.02,NOMINAL
PMP-04,70,133.99,298.33,65.48,29.76,NOMINAL
PMP-04,70.57,132.99,298.98,64.82,29.77,NOMINAL
PMP-04,71.1,131.94,300.73,65.33,30.18,NOMINAL
PMP-04,71.41,132.42,299.55,64.35,29.52,NOMINAL
PMP-04,71.81,132.99,299.49,64.85,28.83,NOMINAL
PMP-04,71.26,131.6,299.01,65.32,28.54,NOMINAL
PMP-04,71.52,132.28,298.39,65.7,28.79,NOMINAL
PMP-04,71.67,133.72,296.44,66.65,29.58,NOMINAL
PMP-04,71.51,134.28,294.36,66.27,30.14,NOMINAL
PMP-04,70.94,135.21,294.13,65.58,30.68,NOMINAL
PMP-04,71.23,133.98,296.6,65.32,31.03,NOMINAL
PMP-04,71.65,133.36,298.75,64.59,31.55,NOMINAL
PMP-04,71.22,133.09,299.37,63.88,31.12,NOMINAL
PMP-04,70.8,132.04,301.38,64.38,31.46,NOMINAL
PMP-04,71.4,132.95,303.72,64.33,31.61,NOMINAL
PMP-04,71.75,133.16,305.7,65.02,31.27,NOMINAL
PMP-04,72.01,134.22,306.64,66.01,31.85,NOMINAL
PMP-04,71.56,133.7,304.53,66.28,32.28,NOMINAL
